SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,09:03:50,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.126676,2.915481,0.121401,1.464326,2.126988,2.087382,3.271618,1.14463,21.388094,21.793917,33.522224,0.441786,7.5,PSF-00578_20260721090350_c22,0,0,0,82.271576,281.882996,0.708136,0.5,0.8,39.770538,1,69.78,68.48,24.29,25.48,25.48,97.6,155.9,156,-0.1,140,3.767,21,45,138,,,,,,,,00:00:00,0000-00-00,nan,nan,nan,0,nan,09:01:11,2026-07-21,-0.82,1,0.002,0.001,-9999,0.082,0.239,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.498642,2.486117,1.641356,0.932514,0.280533,0.013637,0.096508,0.223963,82.271576,0.000294,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090350_c22,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
10,09:04:02,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.151278,2.916686,0.143818,1.873836,2.134882,2.084247,3.370712,1.23583,21.354164,21.872948,34.534657,0.441786,7.5,PSF-00578_20260721090402_5ac,0,0,0,80.02317,200.039856,0.599964,0.5,0.8,92.88382,1,69.63,67.98,24.39,25.98,25.98,97.6,156.1,156.1,0,387,3.759,-3,24,35,,,,,,,,00:00:00,0000-00-00,nan,nan,nan,0,nan,09:01:11,2026-07-21,-0.82,1,0.002,0.003,-9999,0.327,1.8,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.498,2.485921,1.642584,0.932759,0.279446,0.018185,0.098251,0.430045,80.02317,0.000302,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090402_5ac,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
11,09:04:16,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.037181,2.914176,0.036713,0.464646,2.107986,2.095401,3.30914,1.201153,21.465973,21.594902,33.89991,0.441786,7.5,PSF-00578_20260721090416_719,0,0,0,81.834557,280.144226,0.707884,0.5,0.8,59.958778,1,68.29,67.88,24.5,25.67,25.67,97.61,155.8,156,-0.2,212,3.725,4,44,41,,,,,,,,00:00:00,0000-00-00,nan,nan,nan,0,nan,09:01:11,2026-07-21,-0.82,1,-0.002,-0.004,-9999,0.127,0.045,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.497859,2.484243,1.64003,0.932464,0.278187,0.013447,0.100301,0.28358,81.834557,0.000288,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090416_719,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
12,09:04:27,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.133373,2.915879,0.127539,1.690147,2.131149,2.08545,3.387935,1.256786,21.367975,21.836216,34.71352,0.441786,7.5,PSF-00578_20260721090427_bec,0,0,0,86.865303,217.587585,0.60078,0.5,0.8,143.321915,1,68.67,67.19,24.59,26.07,26.07,97.6,156,156,0,596,3.765,12,-69,136,,,,,,,,00:00:00,0000-00-00,39.208317,-96.593666,345.899994,6,2.44,09:01:11,2026-07-21,-0.82,1,-0.002,-0.003,-9999,-0.122,-0.06,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.496975,2.484692,1.641762,0.932296,0.277172,0.016876,0.101952,0.604983,86.865303,0.000287,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090427_bec,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
13,09:04:39,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.075549,2.915009,0.07364,1.022864,2.098786,2.0711,3.416147,1.317361,21.220341,21.504007,35.001591,0.441786,7.5,PSF-00578_20260721090439_aae,0,0,0,87.170723,221.976044,0.607297,0.5,0.8,133.464188,1,67.25,66.36,24.69,26.21,26.21,97.6,155.9,156.2,-0.2,549,3.764,8,-64,130,,,,,,,,13:58:51,2026-07-21,39.208141,-96.593742,325.799988,6,2.44,09:01:11,2026-07-21,-0.82,1,-0.003,-0.003,-0.019,-0.031,0.346,0.148,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.495918,2.482925,1.640876,0.932803,0.276156,0.017426,0.103577,0.565727,87.170723,0.000282,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090439_aae,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
14,09:04:50,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.08604,2.915643,0.083574,1.050459,2.123148,2.094735,3.315803,1.192655,21.461126,21.752226,33.971298,0.441786,7.5,PSF-00578_20260721090450_1b9,0,0,0,80.230949,273.031342,0.706147,0.5,0.8,28.335413,1,67.68,66.77,24.77,25.7,25.7,97.61,156,156,-0.1,100,3.763,25,58,161,,,,,,,,13:59:01,2026-07-21,39.208302,-96.593742,336.899994,8,1.09,09:01:11,2026-07-21,-0.82,1,0.003,0.001,-9999,0.18,0.426,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.496418,2.483442,1.641521,0.93253,0.275198,0.010818,0.10509,0.190465,80.230949,0.000304,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090450_1b9,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
15,09:05:09,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.096174,2.916152,0.093104,1.218765,2.112513,2.079555,3.354495,1.241982,21.304571,21.642216,34.366039,0.441786,7.5,PSF-00578_20260721090509_c87,0,0,0,83.598373,221.590515,0.622735,0.5,0.8,80.542221,1,66.73,65.69,24.93,25.9,25.9,97.61,156,156,0,323,3.763,-4,26,31,,,,,,,,13:59:21,2026-07-21,39.208302,-96.59375,337.200012,8,1.1,09:01:11,2026-07-21,-0.82,1,-0.003,-0.004,-0.01,-0.118,1.555,1.905,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.495033,2.482246,1.642039,0.932415,0.273541,0.01132,0.1079,0.37682,83.598373,0.000286,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090509_c87,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
16,09:05:26,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.04288,2.916013,0.042259,0.568532,2.129198,2.113825,3.405172,1.275974,21.655712,21.813206,34.885303,0.441786,7.5,PSF-00578_20260721090526_dc2,0,0,0,83.074806,247.187378,0.66392,0.5,0.8,88.536911,1,66.73,66.24,25.06,26.15,26.15,97.61,156,156.2,-0.1,333,3.724,-17,25,29,,,,,,,,13:59:39,2026-07-21,39.208305,-96.593742,337.799988,9,1.04,09:01:11,2026-07-21,-0.82,1,-0.001,-0.002,-0.013,0.202,0.007,0.434,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.495704,2.482215,1.641898,0.932822,0.272083,0.012665,0.110391,0.385215,83.074806,0.000279,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090526_dc2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
17,09:05:40,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.006392,2.916911,0.006378,0.091815,2.13914,2.136659,3.503673,1.364533,21.889925,21.915339,35.894882,0.441786,7.5,PSF-00578_20260721090540_fb6,0,0,0,97.450378,299.414642,0.67453,0.5,0.8,40.603752,1,66.6,66.52,25.17,26.64,26.64,97.61,156.1,156.2,-0.1,150,3.76,-47,12,15,,,,,,,,13:59:53,2026-07-21,39.208302,-96.593788,338.100006,8,1.13,09:01:11,2026-07-21,-0.82,1,-0.006,-0.004,-9999,0.451,0.854,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.496034,2.48204,1.642814,0.932979,0.270889,0.016868,0.112394,0.232388,97.450378,0.000301,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090540_fb6,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
18,09:05:53,2026-07-21,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.042092,2.916425,0.041493,0.606877,2.102134,2.085726,3.488822,1.386687,21.368881,21.536991,35.744015,0.441786,7.5,PSF-00578_20260721090553_ebf,0,0,0,87.571625,199.468735,0.560976,0.5,0.8,104.628708,1,65.08,64.57,25.26,26.57,26.57,97.61,156.1,156.2,-0.1,466,3.76,-38,19,14,,,,,,,,14:00:05,2026-07-21,39.208298,-96.593887,335.799988,9,1.04,09:01:11,2026-07-21,-0.82,1,-0.002,0,-9999,-0.346,-1.114,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49356,2.480136,1.642318,0.932812,0.269869,0.014998,0.114078,0.496258,87.571625,0.000295,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090553_ebf,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
19,09:06:20,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,-0.002733,2.914276,-0.002736,-0.037926,2.098262,2.099289,3.413071,1.314809,21.508339,21.497816,34.968742,0.441786,7.5,PSF-00578_20260721090620_3f5,0,0,0,91.639282,294.251556,0.688568,0.5,0.8,70.545555,1,64.2,64.23,25.46,26.19,26.19,97.6,155.8,156.1,-0.2,256,3.76,-13,19,1,,,,,,,,14:00:32,2026-07-21,39.208298,-96.59388,335.799988,9,1.04,09:01:11,2026-07-21,-0.82,1,0,-0.001,-9999,0.82,2.4,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.493099,2.479012,1.640131,0.932663,0.267755,0.008613,0.117918,0.320661,91.639282,0.000294,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090620_3f5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
20,09:06:32,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.040369,2.915643,0.039817,0.537219,2.150981,2.136455,3.430223,1.279242,21.888899,22.037727,35.144104,0.441786,7.5,PSF-00578_20260721090632_b21,0,0,0,82.62706,278.929352,0.703771,0.5,0.8,65.225914,1,65.48,65.04,25.55,26.28,26.28,97.6,156,155.9,0,232,3.754,-8,34,0,,,,,,,,14:00:44,2026-07-21,39.208298,-96.59388,336.100006,9,1.04,09:01:11,2026-07-21,-0.82,1,0.003,0.002,-9999,0.26,0.079,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.494096,2.480586,1.641521,0.932276,0.266833,0.008596,0.119548,0.300248,82.62706,0.000293,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090632_b21,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
21,09:06:46,2026-07-21,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.003537,2.916546,0.003533,0.049778,2.130103,2.128758,3.466114,1.33601,21.808195,21.82198,35.508823,0.441786,7.5,PSF-00578_20260721090646_a88,0,0,0,102.370621,281.424866,0.636242,0.5,0.8,98.432236,1,64.47,64.43,25.64,26.45,26.45,97.61,156.1,155.7,0.2,387,3.72,-10,20,4,,,,,,,,14:00:59,2026-07-21,39.208302,-96.59388,336.5,9,1.04,09:01:11,2026-07-21,-0.82,1,-0.002,-0.002,0.006,-0.23,-2.931,2.119,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49332,2.479321,1.642442,0.931755,0.265815,0.009502,0.121388,0.429822,102.370621,0.000294,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260721090646_a88,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
