SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
16,13:22:31,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.06924,2.917051,0.067635,2.314952,3.063015,3.00106,6.24574,3.182725,30.735106,31.369608,63.965218,0.441786,7.5,PSF-00578_20260719132231_614,0,0,0,111.455086,308.60675,0.638844,0.5,0.8,16.333412,1,46.26,45.33,37.9,36.83,36.83,97.64,156.1,153.6,1.6,64,3.797,0,-158,24,,,,,,,,18:16:49,2026-07-19,39.208385,-96.593834,342.299988,14,0.78,13:22:18,2026-07-19,-0.36,1,0.004,0,-9999,0.796,0.241,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.466615,2.453631,1.642956,0.926463,0.16439,-0.013105,0.367465,0.160051,111.455086,0.000316,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132231_614,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
17,13:22:50,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.073501,2.916784,0.071694,2.446768,3.033982,2.968471,6.20833,3.174348,30.403915,31.074892,63.587456,0.441786,7.5,PSF-00578_20260719132250_394,0,0,0,110.311386,310.444946,0.644667,0.5,0.8,13.701373,1,45.73,44.74,37.94,36.72,36.72,97.63,156.1,154,1.4,53,3.796,-4,-152,27,,,,,,,,18:17:08,2026-07-19,39.208378,-96.593826,342.399994,14,0.78,13:22:18,2026-07-19,-0.36,1,-0.002,-0.003,0.005,0.342,-0.166,-0.846,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.465842,2.452938,1.642684,0.927284,0.16414,-0.014963,0.368011,0.151039,110.311386,0.000311,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132250_394,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
18,13:23:23,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.108882,2.917321,0.104964,3.326539,3.139576,3.050646,6.087637,2.948062,31.245173,32.156006,62.350498,0.441786,7.5,PSF-00578_20260719132323_3e0,0,0,0,111.270187,349.978912,0.682066,0.5,0.8,23.488863,1,47.21,45.87,37.98,36.36,36.36,97.64,156.2,154.1,1.3,86,3.795,-13,-130,30,,,,,,,,18:17:41,2026-07-19,39.208359,-96.593834,342.200012,13,0.82,13:22:18,2026-07-19,-0.36,1,0.004,0,-9999,-0.282,-0.475,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.467304,2.454822,1.643232,0.927617,0.163865,-0.019943,0.368967,0.178581,111.270187,0.000315,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132323_3e0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
19,13:23:52,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.08037,2.917061,0.078215,2.630647,3.160739,3.090417,6.285596,3.124856,31.653732,32.374008,64.380486,0.441786,7.5,PSF-00578_20260719132352_901,0,0,0,106.625679,286.715637,0.628114,0.5,0.8,23.796131,1,47.39,46.34,38.03,36.94,36.94,97.63,156.1,153.9,1.4,95,3.756,-2,-132,26,,,,,,,,18:18:09,2026-07-19,39.208363,-96.593834,342.200012,13,0.82,13:22:18,2026-07-19,-0.36,1,0.002,0,-9999,0.333,-0.329,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.467905,2.455052,1.642967,0.927226,0.163543,-0.013342,0.369876,0.185782,106.625679,0.000309,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132352_901,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
1,13:24:29,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.178734,2.916669,0.168414,5.033539,3.076473,2.941764,5.860744,2.784271,30.133154,31.513002,60.032917,0.441786,7.5,PSF-00578_20260719132429_fce,0,0,0,95.07251,295.61734,0.678393,0.5,0.8,56.465302,1,45.91,43.9,38.12,35.67,35.67,97.63,156.1,153.9,1.4,208,3.789,14,-77,22,,,,,,,,18:18:48,2026-07-19,39.208366,-96.593796,339.399994,6,1.67,13:24:20,2026-07-19,-0.34,1,-0.003,-0.002,0.009,-0.668,-0.504,-1.837,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.464721,2.453126,1.642567,0.927156,0.162998,-0.030176,0.375272,0.280514,95.07251,0.000324,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132429_fce,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
2,13:24:45,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.057495,2.916394,0.056383,1.817077,2.91078,2.862054,5.914843,3.004063,29.315914,29.815012,60.585522,0.441786,7.5,PSF-00578_20260719132445_ff3,0,0,0,84.248543,266.616943,0.684009,0.5,0.8,442.144684,1,43.41,42.68,38.13,35.83,35.83,97.63,156,153.9,1.4,1616,3.794,34,43,2,,,,,,,,18:19:04,2026-07-19,39.20842,-96.593803,343,3,2.38,13:24:20,2026-07-19,-0.34,1,-0.001,0.003,-9999,1.426,-33.268,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.463122,2.449909,1.642287,0.9271,0.16291,-0.028304,0.375844,1.456948,84.248543,0.000306,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132445_ff3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
3,13:25:03,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.083015,2.916313,0.080717,2.564287,3.002456,2.933755,5.961627,2.959171,30.050034,30.753731,61.064102,0.441786,7.5,PSF-00578_20260719132503_63f,0,0,0,90.317131,277.847534,0.67494,0.5,0.8,170.230942,1,44.77,43.75,38.13,35.98,35.98,97.63,156,153.9,1.4,631,3.792,0,-61,23,,,,,,,,18:19:22,2026-07-19,39.20845,-96.593819,346.100006,5,1.71,13:24:20,2026-07-19,-0.34,1,0.002,0.002,-9999,-1.482,0.892,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.464517,2.451663,1.642203,0.927109,0.162904,-0.026556,0.376543,0.633511,90.317131,0.000308,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132503_63f,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
4,13:25:18,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.116613,2.916902,0.112131,3.789574,3.115007,3.013644,6.256215,3.141208,30.867533,31.90576,64.07988,0.441786,7.5,PSF-00578_20260719132518_9e9,0,0,0,109.506371,194.583176,0.437226,0.5,0.8,238.029999,1,46.46,44.94,38.13,36.86,36.86,97.63,156.1,154.1,1.3,1361,3.792,7,54,0,,,,,,,,18:19:36,2026-07-19,39.20842,-96.593826,344.200012,6,1.66,13:24:20,2026-07-19,-0.34,1,0,0.002,0.01,-2.338,-5.543,-15.158,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.466076,2.453818,1.642804,0.927516,0.162917,-0.015658,0.377123,1.243891,109.506371,0.000303,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132518_9e9,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
5,13:25:30,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.149798,2.915211,0.142477,4.390371,3.207616,3.090142,6.073077,2.86546,31.651321,32.854568,62.204548,0.441786,7.5,PSF-00578_20260719132530_3fa,0,0,0,96.135376,194.251663,0.505099,0.5,0.8,216.143311,1,47.85,46.1,38.13,36.32,36.32,97.63,155.9,153.7,1.4,1070,3.787,-8,-45,22,,,,,,,,18:19:48,2026-07-19,39.208408,-96.593826,342.899994,6,1.66,13:24:20,2026-07-19,-0.34,1,0.005,0.001,-9999,1.177,3.298,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.467581,2.455603,1.641081,0.926701,0.162958,-0.022292,0.377551,1.000554,96.135376,0.000317,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132530_3fa,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
1,13:26:25,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.262892,2.917202,0.241159,6.662702,3.186283,3.008231,5.760256,2.573973,30.809649,32.633224,58.995293,0.441786,7.5,PSF-00578_20260719132625_197,0,0,0,97.169998,298.993347,0.675009,0.5,0.8,309.082092,1,47.52,44.86,38.13,35.35,35.35,97.64,156.1,154.1,1.3,1145,3.782,-23,-35,15,,,,,,,,00:00:00,0000-00-00,39.208313,-96.593842,324.399994,6,1.65,13:26:16,2026-07-19,-0.31,1,0.001,0.002,0.014,-0.371,0.066,-0.208,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.465971,2.455136,1.64311,0.927622,0.162917,-0.034176,0.293998,1.063161,97.169998,0.000308,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132625_197,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
2,13:26:38,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.021209,2.916743,0.021056,0.694663,3.040315,3.021716,6.110541,3.070226,30.948074,31.138565,62.583477,0.441786,7.5,PSF-00578_20260719132638_de0,0,0,0,92.97216,287.778137,0.676931,0.5,0.8,38.098907,1,45.35,45.07,38.13,36.43,36.43,97.64,156.1,154,1.4,141,3.79,-13,26,357,,,,,,,,18:20:56,2026-07-19,39.208393,-96.593819,330,6,1.65,13:26:16,2026-07-19,-0.31,1,0,0.001,-9999,-0.6,-0.45,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.466237,2.452359,1.642642,0.9273,0.162926,-0.020972,0.295558,0.224212,92.97216,0.00031,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132638_de0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
3,13:26:55,2026-07-19,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.052708,2.915612,0.051772,1.763171,3.036965,2.989713,6.204782,3.167817,30.620384,31.10433,63.54884,0.441786,7.5,PSF-00578_20260719132655_87c,0,0,0,105.709076,335.55365,0.684971,0.5,0.8,10.861738,1,45.33,44.63,38.12,36.71,36.71,97.64,156,153.9,1.3,40,3.788,-19,-36,10,,,,,,,,18:21:13,2026-07-19,39.20858,-96.593742,354.899994,9,1.25,13:26:16,2026-07-19,-0.31,1,-0.002,0.001,-9999,0.095,0.098,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.465667,2.452346,1.64149,0.927064,0.163023,-0.017319,0.297519,0.139767,105.709076,0.00031,2.397709,-3e-05,1,2.383926,-2.4e-05,1,0.601714,0.600514,0.106642,0,PSF-00578_20260719132655_87c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z
